Team,Season,team_o_fgm,team_o_fga,team_o_ftm,team_o_fta,team_o_oreb,team_o_dreb,team_o_reb,team_o_asts,team_o_pf,team_o_stl,team_o_to,team_o_blk,team_o_3pm,team_o_pts,team_d_fgm,team_d_fga,team_d_ftm,team_d_fta,team_d_oreb,team_d_dreb,team_d_reb,team_d_asts,team_d_pf,team_d_stl,team_d_to,team_d_blk,team_d_3pm,team_d_pts,team_pace,prev_winrate,win_rate,Class
UTA,2003,2881,6281,1801,2389,1065,2365,3430,2051,1904,728,1297,495,252,7816,2764,6281,1703,2225,969,2162,3132,1593,2010,735,1290,486,451,7682,91.543129,0.55487804878,0.512195121951,5
UTA,2004,2792,6180,1694,2273,1062,2326,3388,1887,1966,645,1279,480,238,7516,2646,6112,1750,2287,939,2125,3065,1564,1974,694,1234,479,426,7468,89.4888725,0.542682926829,0.317073170732,3
WAS,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1998,3080,6811,1489,2156,1121,2341,3462,1900,1839,689,1156,379,320,7969,2975,6540,1623,2172,1029,2468,3497,1725,1924,632,1328,372,348,7921,94.218674,0.512195121951,0.36,3
WAS,1999,2424,5390,1167,1677,858,1872,2730,1482,1495,541,946,286,249,6264,2340,5183,1333,1795,823,1992,2815,1402,1505,517,1060,292,283,6296,93.0112,0.436097560976,0.353658536585,3
WAS,2000,2389,5325,1205,1652,829,1920,2750,1417,1650,493,1028,286,257,6240,2355,5186,1417,1911,789,1967,2757,1436,1527,544,1009,357,304,6431,93.449257,0.356829268293,0.231707317073,2
WAS,2001,2921,6567,1635,2176,1040,2404,3444,1709,2031,612,1320,381,305,7783,3052,6571,1674,2246,946,2414,3361,1847,1969,687,1204,507,411,8191,94.418606,0.292682926829,0.451219512195,4
WAS,2002,2885,6558,1566,2055,1035,2381,3417,1681,1838,600,1160,368,290,7627,3026,6565,1477,1968,945,2393,3338,1860,1841,631,1121,462,427,7958,91.8328245,0.341463414634,0.451219512195,4
WAS,2003,2877,6529,1522,1971,986,2394,3380,1663,1703,595,1017,372,279,7555,2915,6520,1389,1820,954,2411,3366,1797,1757,593,1087,380,435,7654,89.940792,0.451219512195,0.30487804878,3
WAS,2004,2787,6475,1598,2144,1016,2393,3409,1574,1678,677,1203,398,343,7515,2969,6624,1413,1833,998,2483,3482,1871,1793,699,1190,396,436,7787,92.0291785,0.378048780488,0.548780487805,5
